path,extension,size_bytes,category,reference_count,referenced_by,dynamic_reference,paired_files,confidence,recommended_action,reason
assets/ui/runtime/buttons/shop_button_red.png,.png,177177,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/shop_button_red.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/menu_button_language.png,.png,169929,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/menu_button_language.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/decorations/shop_curtain_left.png,.png,169156,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/decorations/shop_curtain_left.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/menu_button_quit.png,.png,160683,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/menu_button_quit.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/deck_main_panel.png,.png,157968,TEST_ONLY,2,assets/ui/runtime/ui_asset_catalog.json;tests/test_asset_integrity.gd,false,assets/ui/runtime/panels/deck_main_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/menu_button_settings.png,.png,149743,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/menu_button_settings.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/shop_button_green.png,.png,144677,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/shop_button_green.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/decorations/battle_deck_stack.png,.png,136976,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/decorations/battle_deck_stack.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/ui_asset_catalog.json,.json,126739,TEST_ONLY,2,README.md;tests/test_asset_integrity.gd,false,,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/tokens/battle_gold_token_large.png,.png,119977,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/tokens/battle_gold_token_large.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/stage_select_button.png,.png,116117,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/stage_select_button.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/stage_skip_button.png,.png,114742,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/stage_skip_button.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/hud_corner_bits.png,.png,113662,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/hud_corner_bits.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/battle_card_slots.png,.png,111819,SOURCE_ONLY;TEST_ONLY,2,assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/extracted/battle/battle_card_slots.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/home/menu_text_stack.png,.png,109115,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/home/menu_text_stack.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/shop_offer_slot_red.png,.png,107337,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/shop_offer_slot_red.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/deck_stats_panel.png,.png,106155,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/deck_stats_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/deck_deck_back_frame.png,.png,105139,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/deck_deck_back_frame.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/shop_section_bar.png,.png,101128,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/shop_section_bar.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/shop_section_bar_compact.png,.png,94116,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/shop_section_bar_compact.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/extracted/battle/suit_icons_small.png,.png,90425,SOURCE_ONLY;TEST_ONLY,1,assets/ui/runtime/buttons/button_manifest.json,false,assets/ui/extracted/battle/suit_icons_small.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/shop_offer_slot_green.png,.png,87109,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/shop_offer_slot_green.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/tokens/battle_token_green.png,.png,85227,NEAR_DUPLICATE;TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/tokens/battle_token_green.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/frames/battle_hud_title_plate.png,.png,84592,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/frames/battle_hud_title_plate.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/battle_hand_type_panel.png,.png,83238,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/battle_hand_type_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/decorations/deck_card_stack_red.png,.png,82598,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/decorations/deck_card_stack_red.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/tokens/battle_coin_pile.png,.png,82251,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/tokens/battle_coin_pile.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/tokens/battle_token_red.png,.png,80690,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/tokens/battle_token_red.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/battle_play_button.png,.png,80220,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/battle_play_button.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/tokens/stage_stake_chip.png,.png,75646,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/tokens/stage_stake_chip.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/deck_start_button.png,.png,72228,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/deck_start_button.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/panels/deck_stake_panel.png,.png,64517,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/panels/deck_stake_panel.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/decorations/deck_card_stack_green.png,.png,62777,TEST_ONLY,1,assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/decorations/deck_card_stack_green.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/stage_disabled_button.png,.png,62562,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/stage_disabled_button.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
assets/ui/runtime/buttons/deck_back_button.png,.png,62063,TEST_ONLY,3,assets/ui/runtime/buttons/asset_normalization.json;assets/ui/runtime/buttons/button_manifest.json;assets/ui/runtime/ui_asset_catalog.json,false,assets/ui/runtime/buttons/deck_back_button.png.import,high,keep_or_update_test,reachable only from tests; review whether the test asserts stale architecture
